studno,description,action,datefiled,dateresolved
1998-14613,felis eu sapien cursus vestibulum proin eu,orci,1998-06-24,1990-12-09
1994-71305,a libero nam dui proin leo odio porttitor id,luctus,1995-08-21,1991-03-04
1993-10356,sit amet sem fusce consequat nulla nisl nunc nisl,amet,1994-04-18,1993-10-17
2010-98905,in lectus pellentesque at nulla,vel,1994-10-05,1990-10-01
2007-46558,felis fusce posuere felis sed lacus,ridiculus,1999-03-17,1996-09-12
1991-89478,pellentesque viverra pede ac diam cras pellentesque volutpat dui,integer,1998-10-09,1997-04-15
2015-09838,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,ut,1996-09-02,1996-07-19
2015-74831,mauris vulputate elementum nullam varius nulla,ridiculus,1999-03-29,2000-05-15
2019-72693,phasellus sit amet erat nulla tempus vivamus in,blandit,1998-03-15,1990-11-24
2014-11893,tempus vivamus in felis eu sapien cursus vestibulum proin eu,est,1996-05-13,2000-07-06
2016-06248,nulla nisl nunc nisl duis bibendum felis sed interdum,augue,2000-06-18,1991-05-03
2007-22675,massa volutpat convallis morbi odio odio elementum eu interdum eu,in,2000-10-23,1999-05-01
2014-78530,at vulputate vitae nisl aenean lectus,morbi,1994-03-30,1998-12-26
2019-51543,dui proin leo odio porttitor id consequat,sapien,1996-03-31,1996-03-28
1996-54653,nulla elit ac nulla sed vel enim sit amet nunc,pellentesque,1999-07-14,1994-11-26
2002-20197,maecenas pulvinar lobortis est phasellus sit amet erat,posuere,1997-10-05,1995-04-26
2018-06549,dis parturient montes nascetur ridiculus,integer,1992-12-16,1995-01-20
2014-46677,neque sapien placerat ante nulla,libero,1996-05-07,1998-08-27
1991-51768,praesent lectus vestibulum quam sapien varius ut,pretium,1997-07-14,1995-12-31
1999-82649,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,magnis,1996-03-31,1996-08-03
2016-29242,amet justo morbi ut odio cras,nunc,1996-12-12,1992-12-16
2017-05029,blandit nam nulla integer pede justo lacinia eget tincidunt,curabitur,1998-12-14,1993-06-10
2008-79400,eros suspendisse accumsan tortor quis,morbi,1992-06-16,1991-04-19
2003-03479,est lacinia nisi venenatis tristique fusce,hendrerit,1992-03-08,1991-07-06
2001-06138,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,odio,1995-03-16,1992-10-05
2018-05517,convallis morbi odio odio elementum eu interdum,diam,1995-09-27,1997-02-19
2012-18985,quis orci eget orci vehicula condimentum curabitur in libero ut,lobortis,1997-01-06,1993-04-23
2015-89164,tincidunt nulla mollis molestie lorem quisque,sem,1998-07-04,1996-12-01
2002-83795,erat nulla tempus vivamus in felis eu sapien cursus,aliquam,1991-07-22,1995-05-29
2008-25186,in blandit ultrices enim lorem ipsum dolor sit,gravida,1991-03-20,1995-07-23
2012-43117,nisl duis bibendum felis sed interdum venenatis turpis,ac,1990-06-13,1991-04-26
1998-20219,sem fusce consequat nulla nisl nunc,ridiculus,1993-02-26,1992-12-25
1997-81371,iaculis diam erat fermentum justo nec condimentum neque,purus,2000-08-16,1995-04-08
2011-14080,lorem ipsum dolor sit amet consectetuer adipiscing elit proin,fusce,2000-07-30,2000-01-11
2012-03053,integer ac neque duis bibendum,luctus,1993-08-08,1997-10-03
1999-24543,nullam porttitor lacus at turpis donec posuere metus,sit,1996-06-01,1994-12-22
2005-47401,in libero ut massa volutpat convallis morbi odio odio,ipsum,1995-08-12,1996-07-08
1999-30137,porttitor lorem id ligula suspendisse ornare consequat lectus,sed,1999-01-28,1990-07-13
2018-40768,nulla eget eros elementum pellentesque quisque porta volutpat,vivamus,1991-08-21,1994-07-16
1992-30311,elementum ligula vehicula consequat morbi a ipsum integer a,ante,1994-04-05,1995-01-10
2011-16192,nulla nisl nunc nisl duis bibendum felis sed,commodo,2000-04-13,1991-05-03
2008-49437,eleifend pede libero quis orci nullam molestie nibh in,varius,1994-06-25,1995-09-20
2013-87376,sapien cum sociis natoque penatibus et magnis dis parturient,eleifend,1993-05-29,1998-06-28
2008-43698,vivamus tortor duis mattis egestas metus aenean,ultrices,1990-09-09,1997-06-29
1999-16117,lacinia aenean sit amet justo morbi ut odio cras mi,morbi,1993-11-15,1996-10-02
2011-78506,sapien in sapien iaculis congue vivamus metus arcu adipiscing,in,1998-01-19,1996-06-26
2018-05700,velit id pretium iaculis diam erat fermentum justo,lacinia,1992-08-26,1990-02-20
2015-66319,at feugiat non pretium quis lectus suspendisse potenti in,sagittis,1991-03-16,1994-04-15
2012-00794,libero nam dui proin leo odio porttitor,vel,1999-08-10,1997-05-19
2011-70914,nulla suscipit ligula in lacus curabitur,vestibulum,1996-09-18,1993-01-15
2018-87325,cras non velit nec nisi,at,1993-08-18,1998-09-25
2016-43831,ligula nec sem duis aliquam convallis nunc proin at,ipsum,1999-11-03,1993-03-08
2001-87420,consectetuer eget rutrum at lorem,massa,1993-11-24,1999-05-04
2016-05379,quis libero nullam sit amet turpis elementum,nulla,1998-01-03,1998-01-23
2007-73305,in hac habitasse platea dictumst morbi vestibulum velit id pretium,lacus,1999-11-25,1997-01-12
1993-13262,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,iaculis,1996-12-27,1998-07-06
2011-63124,dapibus augue vel accumsan tellus nisi eu orci,sapien,1994-08-17,1997-08-22
2011-90622,nonummy integer non velit donec diam neque vestibulum eget,est,1990-01-04,1994-11-20
2016-84301,proin interdum mauris non ligula pellentesque ultrices phasellus id,nec,1993-05-11,1994-11-25
2006-03932,eu magna vulputate luctus cum sociis,sapien,1995-09-19,1993-12-02
2017-05346,velit vivamus vel nulla eget eros elementum pellentesque quisque porta,etiam,1990-11-08,1991-12-01
2010-74736,maecenas ut massa quis augue luctus tincidunt nulla,eu,1998-09-15,1993-03-03
2013-11762,nulla suscipit ligula in lacus,praesent,1997-11-02,1991-02-04
2014-31511,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,arcu,1999-01-16,1990-02-14
2000-21503,libero convallis eget eleifend luctus ultricies,sed,1997-10-07,1997-10-14
1994-71489,ante vel ipsum praesent blandit lacinia erat vestibulum sed,turpis,1990-05-23,1996-02-27
2010-55405,semper sapien a libero nam dui proin leo odio,eleifend,1997-03-13,1999-07-09
2017-46993,maecenas tincidunt lacus at velit vivamus,tempor,1997-01-15,1999-06-28
1995-89619,vestibulum rutrum rutrum neque aenean auctor,augue,1993-12-12,1993-04-08
2001-91319,eleifend donec ut dolor morbi vel,et,1999-07-30,1994-05-15
1996-23164,aliquet maecenas leo odio condimentum id luctus,lectus,1999-06-30,1997-02-01
2018-66834,proin eu mi nulla ac,nibh,1990-04-24,1999-10-18
2009-61864,cum sociis natoque penatibus et magnis dis parturient montes,cursus,1994-01-12,1990-10-13
2003-23324,at velit eu est congue elementum,velit,2000-05-19,1992-10-23
2019-02993,nibh quisque id justo sit amet sapien dignissim,nulla,1990-07-18,1994-10-22
1997-86489,donec quis orci eget orci,facilisi,1995-05-25,2000-07-12
2005-88476,eget massa tempor convallis nulla neque,quis,1992-06-05,1990-10-02
2014-24544,scelerisque quam turpis adipiscing lorem vitae,praesent,1999-01-29,1998-07-15
1991-50990,id nisl venenatis lacinia aenean,nunc,1996-05-19,1997-09-11
2016-47535,at vulputate vitae nisl aenean lectus,blandit,1993-07-08,1999-09-08
2016-80691,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,vitae,1991-05-07,1993-05-31
2019-86422,in felis eu sapien cursus vestibulum proin,vestibulum,1996-02-09,1999-04-21
1990-45853,nulla dapibus dolor vel est donec odio justo,diam,1994-06-23,2000-03-31
2011-21357,convallis nunc proin at turpis a pede posuere nonummy integer,praesent,1994-02-03,1998-09-15
2012-49009,ut suscipit a feugiat et eros vestibulum ac,curae,2000-06-04,1991-08-18
2017-48704,lobortis convallis tortor risus dapibus augue vel accumsan,justo,1998-08-27,1993-01-09
2018-89474,tortor sollicitudin mi sit amet,suspendisse,1995-12-07,1993-11-25
2016-56240,faucibus orci luctus et ultrices posuere,fusce,1996-04-19,1999-07-01
2013-96853,curabitur convallis duis consequat dui,non,1998-04-02,1991-03-10
2015-76664,mauris morbi non lectus aliquam sit amet diam in magna,at,1996-02-27,1993-11-28
1997-12588,at dolor quis odio consequat varius integer ac leo pellentesque,id,1993-07-19,1998-07-31
2012-36770,sed lacus morbi sem mauris,justo,1998-03-19,1999-02-18
1999-08930,suscipit ligula in lacus curabitur at ipsum,ultrices,1997-05-30,1999-05-04
1999-75570,quisque porta volutpat erat quisque erat eros viverra eget,ac,1993-05-20,1993-06-26
2013-51704,sapien varius ut blandit non interdum in ante vestibulum ante,viverra,1990-11-12,1996-01-03
2006-64706,volutpat dui maecenas tristique est et tempus semper est quam,eget,1998-03-03,1999-07-27
2012-06166,erat tortor sollicitudin mi sit amet lobortis sapien sapien,nulla,1999-04-05,1992-08-02
2007-21669,amet cursus id turpis integer,et,2000-05-19,1990-11-29
1994-25106,convallis duis consequat dui nec nisi,dignissim,1993-10-30,1999-07-12
2007-23047,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,pellentesque,1997-08-27,1990-09-13
1997-33975,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,et,1997-04-11,1992-05-18
2015-67164,morbi vestibulum velit id pretium,donec,1996-02-10,1991-11-28
2000-53753,blandit mi in porttitor pede justo,nulla,1990-11-18,1991-07-03
2017-26420,nunc nisl duis bibendum felis sed interdum venenatis,enim,1993-03-30,1990-06-17
2012-75694,risus auctor sed tristique in tempus sit amet sem,risus,1997-12-29,1996-02-15
1999-56324,primis in faucibus orci luctus et,scelerisque,1994-01-19,1990-09-14
2015-60358,et ultrices posuere cubilia curae donec pharetra magna vestibulum,sapien,1998-05-09,1990-09-19
2005-86012,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,etiam,1998-03-02,1997-09-27
2010-15035,sed tristique in tempus sit amet sem fusce,erat,1990-09-06,1990-07-13
2015-93207,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,dolor,1990-12-28,1999-10-26
1996-59661,suscipit nulla elit ac nulla sed vel enim sit,odio,2000-11-22,1996-06-04
2017-11500,proin risus praesent lectus vestibulum,vestibulum,1998-04-03,1994-11-22
1998-35206,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,cursus,1995-04-30,1996-09-21
1992-06919,nibh fusce lacus purus aliquet at feugiat non,at,1996-11-01,1992-04-06
2014-77551,at nibh in hac habitasse platea dictumst aliquam,porttitor,1994-05-13,2000-07-19
2009-56479,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,donec,1996-07-05,1995-04-24
2011-23464,eros suspendisse accumsan tortor quis turpis sed,ridiculus,1996-11-29,1998-07-05
2016-92001,pede ullamcorper augue a suscipit nulla,dui,1993-03-05,1992-09-11
1994-99994,est congue elementum in hac habitasse platea,fusce,1996-01-27,1991-01-30
2012-84993,proin risus praesent lectus vestibulum,nulla,1991-01-08,1999-01-13
1999-58053,purus sit amet nulla quisque,posuere,1996-05-26,1997-04-23
2004-63814,quis libero nullam sit amet turpis,rutrum,2000-12-08,1991-04-15
2000-45383,quis libero nullam sit amet turpis,elementum,1998-07-14,1995-03-04
2018-47727,tortor sollicitudin mi sit amet lobortis,quisque,1999-01-30,1993-08-04
2015-80001,donec ut dolor morbi vel,eros,1997-01-25,1995-12-26
1995-56570,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,nulla,1997-10-04,1996-09-20
2008-53023,eget vulputate ut ultrices vel,erat,2000-01-18,1998-02-04
2018-47136,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,feugiat,1997-12-07,1993-12-16
1990-62202,amet sem fusce consequat nulla,nibh,1997-06-19,1993-10-07
1991-60964,leo maecenas pulvinar lobortis est phasellus sit amet,pede,1995-10-10,1999-02-08
2000-85553,non sodales sed tincidunt eu felis fusce posuere felis,proin,1997-12-08,1992-11-12
2011-87900,luctus cum sociis natoque penatibus,proin,1993-08-02,1991-07-27
2014-90495,faucibus orci luctus et ultrices,integer,1992-05-11,1991-04-20
2008-46732,luctus et ultrices posuere cubilia curae mauris,ipsum,1995-07-15,1995-12-22
1999-11832,in quam fringilla rhoncus mauris,nulla,1991-04-04,1995-09-25
2006-88050,nulla suspendisse potenti cras in purus,eu,1990-08-10,1992-07-21
2015-58439,at ipsum ac tellus semper interdum mauris ullamcorper purus,aliquam,1994-08-15,1992-09-08
2015-75800,rhoncus mauris enim leo rhoncus sed vestibulum sit amet,nibh,1998-09-10,1990-07-06
2018-75497,ultrices aliquet maecenas leo odio,nisl,1996-11-08,1995-10-08
2012-02005,duis aliquam convallis nunc proin at turpis a pede,volutpat,1999-06-09,1998-07-01
1993-40339,turpis adipiscing lorem vitae mattis nibh,luctus,1993-01-22,1998-04-30
2018-43770,risus auctor sed tristique in,tellus,1993-01-10,1990-04-07
2013-43071,in hac habitasse platea dictumst aliquam augue quam,vulputate,2000-10-26,1996-11-24
2010-54480,posuere metus vitae ipsum aliquam non mauris morbi non lectus,convallis,1999-01-06,1999-06-17
2006-98570,pellentesque at nulla suspendisse potenti cras in purus eu,non,1996-08-14,1996-06-07
2018-88949,tempus sit amet sem fusce consequat nulla nisl nunc nisl,lobortis,2000-04-16,1993-06-25
1998-31065,aliquet maecenas leo odio condimentum id luctus nec,fusce,1991-07-12,1996-04-14
1996-36833,ultrices enim lorem ipsum dolor sit,suspendisse,1992-07-31,1998-05-15
1995-03302,vestibulum ante ipsum primis in faucibus,quisque,1993-05-29,1991-08-12
2007-71210,luctus nec molestie sed justo pellentesque viverra pede ac,luctus,1990-10-30,1992-09-08
1995-84187,suspendisse potenti nullam porttitor lacus,sapien,1992-05-07,1990-04-14
2016-66831,vestibulum ac est lacinia nisi,donec,1994-07-14,1997-11-11
2014-26700,maecenas rhoncus aliquam lacus morbi,eget,1996-12-01,1999-02-24
1995-28958,ac tellus semper interdum mauris,cursus,1995-05-29,1998-09-29
2009-84668,blandit lacinia erat vestibulum sed magna at,nullam,2000-02-18,1997-02-09
2005-12445,nam congue risus semper porta volutpat quam pede lobortis,nulla,1990-05-19,1997-03-18
2010-77548,nulla elit ac nulla sed vel,sed,1995-06-09,1995-01-02
2008-78474,sapien quis libero nullam sit amet turpis elementum ligula vehicula,aliquet,1992-11-12,1991-06-06
2014-03984,interdum mauris ullamcorper purus sit amet nulla,lectus,1992-05-20,2000-05-25
2019-59383,quis turpis eget elit sodales scelerisque mauris sit,in,1991-11-17,1995-06-18
2016-77015,mi nulla ac enim in,donec,1995-12-25,1995-06-18
2015-48253,sodales scelerisque mauris sit amet eros suspendisse accumsan,in,1996-06-30,1994-08-27
2006-88983,aenean lectus pellentesque eget nunc donec quis orci eget,at,1994-12-06,2000-01-16
2014-26055,luctus et ultrices posuere cubilia curae,non,1999-07-07,1990-08-07
2016-55666,eget nunc donec quis orci eget,tristique,1997-09-01,1991-10-19
2015-27650,viverra eget congue eget semper,duis,2000-09-19,2000-08-26
2012-87838,enim in tempor turpis nec euismod scelerisque quam turpis,laoreet,1995-04-22,1999-11-23
2019-93154,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,augue,1991-04-09,1995-10-19
2011-94091,tristique in tempus sit amet,ac,1998-02-11,2000-04-11
2011-12008,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,proin,1991-11-09,1991-09-29
2008-43615,eget tincidunt eget tempus vel pede morbi porttitor lorem,erat,1997-03-31,2000-05-18
2014-34218,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,in,1993-03-17,1995-09-13
2018-62920,leo odio porttitor id consequat in consequat,orci,1996-07-22,1999-06-23
2017-34984,pede venenatis non sodales sed,iaculis,1993-11-27,1993-08-12
2000-14830,curae nulla dapibus dolor vel,magnis,1998-08-09,1991-07-28
1994-79964,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,est,1990-06-02,1997-04-14
1994-57646,vel enim sit amet nunc viverra dapibus nulla,fusce,1993-10-14,1999-04-20
2004-90470,cubilia curae mauris viverra diam vitae quam suspendisse,elit,1995-12-12,1992-04-13
2010-83050,sit amet diam in magna bibendum imperdiet nullam orci,ut,1994-09-21,1996-03-02
1992-75283,sagittis dui vel nisl duis ac,ut,1990-10-25,1998-07-28
2013-65769,cursus vestibulum proin eu mi nulla ac,posuere,1994-08-04,1999-04-08
2018-28003,elementum eu interdum eu tincidunt in leo,vitae,1998-02-16,1993-07-06
1993-19946,eu interdum eu tincidunt in leo,est,1990-08-15,1999-03-17
2017-00634,ut odio cras mi pede malesuada,luctus,2000-10-03,1992-01-25
2005-70519,auctor sed tristique in tempus sit amet sem,aliquam,1991-02-09,1991-05-24
1999-59220,amet sem fusce consequat nulla nisl nunc nisl,elit,1998-11-14,1997-05-10
2009-22258,lectus pellentesque at nulla suspendisse potenti cras in,donec,1994-06-01,1991-06-24
2018-15959,ipsum integer a nibh in quis justo maecenas rhoncus aliquam,maecenas,1994-06-11,1998-08-05
2014-08102,non mattis pulvinar nulla pede,erat,1995-06-06,1992-01-19
2007-05004,amet nunc viverra dapibus nulla suscipit ligula,morbi,1999-03-14,2000-11-15
1992-86666,platea dictumst etiam faucibus cursus,nulla,1990-06-14,1990-07-08
2004-04444,phasellus id sapien in sapien iaculis congue vivamus metus arcu,lacus,1996-10-03,1993-12-05
2014-29714,mattis pulvinar nulla pede ullamcorper augue,ridiculus,1992-10-13,1999-11-06
1990-51714,tempus vivamus in felis eu sapien cursus vestibulum,amet,1997-09-20,1997-01-05
2005-91974,nam ultrices libero non mattis pulvinar nulla,at,1992-11-23,1991-03-10
2001-68927,scelerisque mauris sit amet eros suspendisse accumsan tortor quis,at,1992-09-09,2000-03-02
2011-61081,in magna bibendum imperdiet nullam orci pede,turpis,1991-06-21,1993-12-12
2014-42523,mauris non ligula pellentesque ultrices phasellus id sapien in,sociis,1998-04-20,1993-04-12
1990-38562,mauris lacinia sapien quis libero nullam sit,turpis,1993-06-18,1991-06-04
1992-25519,venenatis tristique fusce congue diam id ornare imperdiet sapien,sapien,1993-07-28,1991-08-01
2003-33070,at nibh in hac habitasse platea dictumst aliquam augue,orci,1992-01-18,1993-09-23
2001-55137,nisl venenatis lacinia aenean sit amet justo morbi,sit,1995-08-22,1990-11-05
2015-05682,eget congue eget semper rutrum nulla nunc,vulputate,1990-02-19,1993-01-09
1991-26832,tristique fusce congue diam id ornare imperdiet,consequat,1998-09-24,1993-09-17
2019-36622,pede morbi porttitor lorem id ligula suspendisse ornare,mattis,1999-11-01,1997-02-17
